Company,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
Tata Power Company Limited,04-Jul-22,207.35,212.5,207.35,211.5,209.6037373,775864,8740,162623994,145095,18.7,5.15,4.15
Tata Power Company Limited,01-Jul-22,204.25,207.6,200.55,207,204.0306225,1505100,21663,307086490,401779,26.69,7.05,2.75
Tata Power Company Limited,30-Jun-22,207.5,209.3,201.5,202.35,204.9403017,700573,9241,143575642,153578,21.92,7.8,-5.15
Tata Power Company Limited,29-Jun-22,205.75,209.7,205.65,207.2,207.9090883,1036665,15640,215532075,260165,25.1,4.05,1.45
Tata Power Company Limited,28-Jun-22,206.6,209.05,204.95,208.7,207.2684387,594605,7355,123242850,93365,15.7,4.1,2.1
Tata Power Company Limited,27-Jun-22,210.3,211.6,207.75,208.05,208.9636874,811150,10863,169500895,223843,27.6,3.85,-2.25
Tata Power Company Limited,24-Jun-22,205,208.75,203.8,207.85,206.1513711,1387075,20046,285947413,406313,29.29,4.95,2.85
Tata Power Company Limited,23-Jun-22,201,204.85,198.75,202.95,202.3278831,2028424,27036,410406734,356871,17.59,6.1,1.95
Tata Power Company Limited,22-Jun-22,204.55,204.6,198.85,201.3,201.5950943,1684091,23437,339504484,362944,21.55,5.75,-3.25
Tata Power Company Limited,21-Jun-22,198.9,207.8,192.5,204.55,200.1916402,1813268,21145,363001095,303205,16.72,15.3,5.65
Tata Power Company Limited,20-Jun-22,211.3,213.05,190,194.75,197.344232,5265949,108215,1039204661,1696153,32.21,23.05,-16.55
Tata Power Company Limited,17-Jun-22,209.4,214,207,210.45,210.318577,2207033,39816,464180040,656369,29.74,7,1.05
Tata Power Company Limited,16-Jun-22,222.75,223.3,209,209.85,214.9682808,1218284,18860,261892417,353080,28.98,14.3,-12.9
Tata Power Company Limited,15-Jun-22,220.7,222.4,218.4,218.9,219.8595508,1119793,23125,246197186,328300,29.32,4,-1.8
Tata Power Company Limited,14-Jun-22,214.95,224.4,214.8,220.45,220.6110351,1623252,27015,358107304,364309,22.44,9.6,5.5
Tata Power Company Limited,13-Jun-22,223.95,226.4,218.9,219.5,221.3630571,1002297,15411,221871528,361681,36.09,7.5,-4.45
Tata Power Company Limited,10-Jun-22,231.95,232.45,229.05,230.2,230.2674845,580714,6654,133719552,115439,19.88,3.4,-1.75
Tata Power Company Limited,09-Jun-22,232.5,234.7,231.4,233,233.3199375,1142170,14251,266491033,300721,26.33,3.3,0.5
Tata Power Company Limited,08-Jun-22,233.05,236.65,231.2,233,233.9264302,1014438,14699,237303860,171707,16.93,5.45,-0.05
Tata Power Company Limited,07-Jun-22,230.95,235.4,229.55,234.7,233.3696838,1826948,19847,426354277,730557,39.99,5.85,3.75
Tata Power Company Limited,06-Jun-22,231.05,233.6,227.5,232.3,231.0261865,1316518,18937,304150133,425829,32.34,6.1,1.25
Tata Power Company Limited,03-Jun-22,236.9,236.9,230.3,231.05,233.4043659,1189257,17952,277577776,419891,35.31,6.6,-5.85
Tata Power Company Limited,02-Jun-22,232.8,235.9,231.25,234.2,233.1618049,854733,8329,199291089,140198,16.4,4.65,1.4
Tata Power Company Limited,01-Jun-22,233.8,236.15,230.6,232.65,233.626326,685148,7800,160068610,157865,23.04,5.55,-1.15
Tata Power Company Limited,31-May-22,233.15,237.6,231.15,235.1,235.5057187,2683385,28024,631952513,843512,31.43,6.45,1.95
Tata Power Company Limited,30-May-22,227.95,233.9,217.55,233.25,230.6719023,2519655,28070,581213612,915516,36.33,16.35,5.3
Tata Power Company Limited,27-May-22,225.7,226.9,222.8,224.7,224.4407308,914876,9505,205335438,179555,19.63,4.1,-1
Tata Power Company Limited,26-May-22,222.4,224.35,210.25,221.4,217.1296746,3890146,55276,844666135,720234,18.51,14.1,-1
Tata Power Company Limited,25-May-22,228.55,229.95,220,220.9,223.4803303,1781551,32262,398141606,591027,33.17,9.95,-7.65
Tata Power Company Limited,24-May-22,230.05,231.4,224.85,227.05,228.0233308,1108362,11931,252732395,160211,14.45,6.55,-3
Tata Power Company Limited,23-May-22,235.1,236,228.8,229.75,232.8551415,1829958,25076,426115129,571574,31.23,7.2,-5.35
Tata Power Company Limited,20-May-22,232.5,236,230.35,233.25,233.2837925,2095644,23330,488879780,591119,28.21,5.65,0.75
Tata Power Company Limited,19-May-22,229.1,232.55,226.5,228.45,229.3819057,2723434,40458,624706481,729550,26.79,6.05,-0.65
Tata Power Company Limited,18-May-22,243.4,243.4,236.3,237.75,239.1113186,2554785,31506,610878010,758550,29.69,7.1,-5.65
Tata Power Company Limited,17-May-22,229,242.4,227.75,241.25,235.5216984,3845749,41753,905757336,1073949,27.93,14.65,12.25
Tata Power Company Limited,16-May-22,225.7,227.65,220.35,226.65,225.5396289,2235603,26635,504217071,455675,20.38,7.3,0.95
Tata Power Company Limited,13-May-22,224.55,229.15,221.25,222.85,225.3685909,2842618,41561,640636813,654886,23.04,7.9,-1.7
Tata Power Company Limited,12-May-22,226,227,217,219.05,221.6281239,3314203,53667,734520593,1021028,30.81,10,-6.95
Tata Power Company Limited,11-May-22,222.5,229.75,219.55,226.55,225.109996,3801866,51457,855838040,984170,25.89,10.2,4.05
Tata Power Company Limited,10-May-22,229.4,234.5,220.7,222.35,227.5523629,2038238,23112,463805873,504120,24.73,13.8,-7.05
Tata Power Company Limited,09-May-22,235.35,236.75,223.05,229.9,229.1810106,6525894,106246,1495610982,1856466,28.45,13.7,-5.45
Tata Power Company Limited,06-May-22,243,246.9,240.65,245.2,243.2706757,3620170,39805,880681202,811560,22.42,6.25,2.2
Tata Power Company Limited,05-May-22,249,251.3,244.9,247.55,248.1918796,2542156,29700,630942476,737504,29.01,6.4,-1.45
Tata Power Company Limited,04-May-22,250.1,254,242.9,244.95,248.8403495,3581662,18176,891262024,2097693,58.57,11.1,-5.15
Tata Power Company Limited,02-May-22,240.1,249.6,238.35,248.5,243.917362,1611015,15985,392954529,239391,14.86,11.25,8.4
Tata Power Company Limited,29-Apr-22,250.95,253.25,240.85,242.3,247.405832,2485691,38774,614974450,717642,28.87,12.4,-8.65
Tata Power Company Limited,28-Apr-22,250.55,250.8,244.5,248.35,247.0211453,1111168,11193,274481992,210328,18.93,6.3,-2.2
Tata Power Company Limited,27-Apr-22,248,255.15,245.55,247.3,249.6117106,1823627,16533,455198655,385960,21.16,9.6,-0.7
Tata Power Company Limited,26-Apr-22,251,251.65,248.05,248.8,249.7081811,2134841,27228,533087263,714057,33.45,3.6,-2.2
Tata Power Company Limited,25-Apr-22,247.55,251.5,244.75,247.4,247.7528665,3213624,49884,796184558,1178692,36.68,6.75,-0.15
Tata Power Company Limited,22-Apr-22,258.1,259,252.3,253.25,255.7549178,1792109,15825,458340690,404270,22.56,6.7,-4.85
Tata Power Company Limited,21-Apr-22,253,260,250.75,258.8,255.8103978,4167985,43949,1066213901,1422621,34.13,9.25,5.8
Tata Power Company Limited,20-Apr-22,249.6,255.1,246.7,249.7,251.0276496,4190265,55029,1051872374,1084606,25.88,8.4,0.1
Tata Power Company Limited,19-Apr-22,261.3,262,242.5,246.7,252.7906248,3477604,33863,879105688,885826,25.47,19.5,-14.6
Tata Power Company Limited,18-Apr-22,269.3,269.3,252.3,257.9,259.7505672,4476477,48507,1162767440,1520582,33.97,17,-11.4
Tata Power Company Limited,13-Apr-22,278.7,280.25,272.35,273.05,275.5724608,2608816,32753,718917845,737549,28.27,7.9,-5.65
Tata Power Company Limited,12-Apr-22,283.5,283.55,271.7,275.25,276.1808599,4090305,55045,1129663952,1202381,29.4,11.85,-8.25
Tata Power Company Limited,11-Apr-22,281,288.5,280.15,282.95,284.749878,4534488,49845,1291194905,1417302,31.26,8.35,1.95
Tata Power Company Limited,08-Apr-22,280.45,283,272.85,278.15,278.1760699,5935637,61134,1651152173,1514278,25.51,10.15,-2.3
Tata Power Company Limited,07-Apr-22,293,298,275.9,277.9,286.3141782,14506587,148445,4153441535,4925929,33.96,22.1,-15.1
Tata Power Company Limited,06-Apr-22,275.8,296.5,273,289.8,287.3315679,18202888,179894,5230264350,4175007,22.94,23.5,14
Tata Power Company Limited,05-Apr-22,253.8,275.2,252.3,273.6,265.2507961,8322318,93099,2207501475,3422190,41.12,22.9,19.8
Tata Power Company Limited,04-Apr-22,247.35,253.5,246.1,251.95,249.9204078,2603282,27573,650613299,617907,23.74,7.4,4.6
Tata Power Company Limited,01-Apr-22,237.4,246.25,237.2,245.4,243.6732707,3142666,34230,765783703,1950729,62.07,9.05,8
Tata Power Company Limited,31-Mar-22,242.55,242.85,237.95,238.85,239.6023986,761026,7975,182343655,258598,33.98,4.9,-3.7
Tata Power Company Limited,30-Mar-22,241,244.85,237.85,241.6,241.0217998,2663049,28554,641852863,917298,34.45,7,0.6
Tata Power Company Limited,29-Mar-22,243.9,244.85,238.55,239.3,241.5952564,1072936,10672,259216248,286465,26.7,6.3,-4.6
Tata Power Company Limited,28-Mar-22,242.8,243.9,237.5,239.55,240.2485593,1799856,24596,432412811,768000,42.67,6.4,-3.25
Tata Power Company Limited,25-Mar-22,240,244.2,239.2,241.35,241.5821202,3261005,30479,787800502,1282737,39.34,5,1.35
Tata Power Company Limited,24-Mar-22,234.75,241,232.85,239.55,238.5250511,3409708,36769,813300775,1633158,47.9,8.15,4.8
Tata Power Company Limited,23-Mar-22,232.9,237.45,231.7,234.4,235.1887343,1795694,14073,422326999,371705,20.7,5.75,1.5
Tata Power Company Limited,22-Mar-22,229.7,231.9,226.3,231.3,229.0691412,1535322,19201,351694892,584746,38.09,5.6,1.6
Tata Power Company Limited,21-Mar-22,233,233.5,227.4,228,231.0376212,1552158,21311,358606892,579939,37.36,6.1,-5
Tata Power Company Limited,17-Mar-22,233.3,233.9,231.3,231.75,232.3805651,686776,7347,159593395,140637,20.48,2.6,-1.55
Tata Power Company Limited,16-Mar-22,229.4,231.85,229.05,230.4,230.2437575,1295640,15816,298313022,524870,40.51,2.8,1
Tata Power Company Limited,15-Mar-22,231.9,233.35,225.35,227.4,229.8134274,1065698,9841,244911710,225579,21.17,8,-4.5
Tata Power Company Limited,14-Mar-22,232,234.65,230.5,231.5,232.0373579,1524284,19999,353690832,640007,41.99,4.15,-0.5
Tata Power Company Limited,11-Mar-22,232.35,234.2,230.2,233.15,232.8984162,1828156,21281,425774637,801958,43.87,4,0.8
Tata Power Company Limited,10-Mar-22,234.55,235.95,229.9,232.3,233.2153219,2966270,33838,691779613,1016494,34.27,6.05,-2.25
Tata Power Company Limited,09-Mar-22,229.9,231.1,226.2,229.25,228.3835364,3079880,33588,703393886,1036979,33.67,4.9,-0.65
Tata Power Company Limited,08-Mar-22,217.35,227.8,215,227,224.5862674,4815651,43178,1081529083,1529223,31.76,12.8,9.65
Tata Power Company Limited,07-Mar-22,214.35,219.6,212.25,216.25,215.3745324,3780800,60063,814288032,837975,22.16,7.35,1.9
Tata Power Company Limited,04-Mar-22,225.05,226.45,220.75,221.45,223.4126057,2949511,33998,658957938,711375,24.12,5.7,-3.6
Tata Power Company Limited,03-Mar-22,229.35,230.5,225.85,226.6,227.843218,1628433,12050,371027415,223789,13.74,4.65,-2.75
Tata Power Company Limited,02-Mar-22,221.3,227.2,218.3,225.4,225.0910565,3363264,35213,757040647,1162906,34.58,8.9,4.1
Tata Power Company Limited,28-Feb-22,217.7,224.4,214.1,223.05,219.2660961,3755733,42984,823504913,,,10.3,5.35
Tata Power Company Limited,25-Feb-22,208.2,221,208.2,220.05,217.9802851,6181827,67245,1347516412,1639120,26.52,12.8,11.85
Tata Power Company Limited,24-Feb-22,211.2,216.05,203.3,204.35,209.1180158,8646430,156061,1808124285,3128905,36.19,12.75,-6.85
Tata Power Company Limited,23-Feb-22,226.05,226.85,220.5,221.2,223.6915654,1518912,13164,339767803,335097,22.06,6.35,-4.85
Tata Power Company Limited,22-Feb-22,210,224.7,210,222.6,221.504479,3922494,47489,868849990,1114411,28.41,14.7,12.6
Tata Power Company Limited,21-Feb-22,224.1,227.55,222.3,225,224.8533038,2764107,33724,621518591,967367,35,5.25,0.9
Tata Power Company Limited,18-Feb-22,227.2,230,224.55,225.8,227.7197222,2443697,29409,556478002,634375,25.96,5.45,-1.4
Tata Power Company Limited,17-Feb-22,233.5,233.8,227,227.75,230.6844702,2799606,35377,645825627,806092,28.79,6.8,-5.75
Tata Power Company Limited,16-Feb-22,233.4,236.75,230.25,231.4,234.1757231,3813044,42595,892922336,1204138,31.58,6.5,-2
Tata Power Company Limited,15-Feb-22,223.3,232,218.8,230.4,224.6261983,4965154,63615,1115303667,1001286,20.17,13.2,7.1
Tata Power Company Limited,14-Feb-22,225.4,226.95,215,220.5,223.2325253,5495036,103045,1226670763,1869795,34.03,11.95,-4.9
Tata Power Company Limited,11-Feb-22,239.95,242,230.35,232.3,236.9856815,3340019,54327,791536679,1046244,31.32,11.65,-7.65
Tata Power Company Limited,10-Feb-22,238.9,244.45,234.2,241.3,240.6239403,2950494,27412,709959492,486480,16.49,10.25,2.4
Tata Power Company Limited,09-Feb-22,237.9,238.9,232.7,237.95,236.4641274,2758835,22999,652365511,498552,18.07,6.2,0.05
Tata Power Company Limited,08-Feb-22,252.7,253.75,232.7,234.75,238.1894881,8179436,128152,1948255674,2627770,32.13,21.05,-17.95
Tata Power Company Limited,07-Feb-22,256.4,256.8,250.55,251.85,253.8352619,3327669,40091,844679732,832548,25.02,6.25,-4.55
Tata Power Company Limited,04-Feb-22,253.5,257.85,253,254.35,255.5420965,4189835,41985,1070679220,1345997,32.13,4.85,0.85
Tata Power Company Limited,03-Feb-22,250.85,254.3,249.3,252.85,251.5336725,3307431,34065,831930266,1325817,40.09,5,2
Tata Power Company Limited,02-Feb-22,251.9,255,249.3,250.6,251.5461651,1929770,17393,485426243,604459,31.32,5.7,-1.3
Tata Power Company Limited,01-Feb-22,249.9,256.3,244.7,249.8,251.0318625,8929863,81225,2241680141,2740294,30.69,11.6,-0.1
Tata Power Company Limited,31-Jan-22,247.9,249.5,245.25,246.05,247.353664,2895927,31811,716318154,917587,31.69,4.25,-1.85
Tata Power Company Limited,28-Jan-22,244.3,249.9,242.9,244.05,246.5722374,3940148,42348,971531108,1584491,40.21,7,-0.25
Tata Power Company Limited,27-Jan-22,235.6,242.25,232.65,241.05,236.8243067,4014337,47294,950692577,931666,23.21,9.6,5.45
Tata Power Company Limited,25-Jan-22,226.05,240.85,222.8,238.85,233.6505833,4610573,58673,1077263071,1073829,23.29,18.05,12.8
Tata Power Company Limited,24-Jan-22,242.1,243.85,226.7,229.55,233.3121542,6200425,95012,1446634514,1942060,31.32,17.15,-12.55
Tata Power Company Limited,21-Jan-22,245.55,250.75,238.55,242.05,245.6955889,3983061,46841,978620518,1224993,30.76,12.2,-3.5
Tata Power Company Limited,20-Jan-22,250,252.05,245.2,248.65,248.4801005,3993976,42513,992423558,1498425,37.52,6.85,-1.35
Tata Power Company Limited,19-Jan-22,238.65,249.75,236.35,248.5,241.7195176,2745734,20271,663697498,385208,14.03,13.4,9.85
Tata Power Company Limited,18-Jan-22,250.2,250.6,237.85,239.05,244.8678568,4163832,52640,1019588618,1752888,42.1,12.75,-11.15
Tata Power Company Limited,17-Jan-22,245.95,249.25,245.2,247.85,247.55527,1545585,16244,382617712,424051,27.44,4.05,1.9
Tata Power Company Limited,14-Jan-22,243.95,248.5,242.5,244.2,245.9836703,2250623,19498,553616506,529120,23.51,6,0.25
Tata Power Company Limited,13-Jan-22,239.2,246.6,236.5,245.25,241.004863,3579481,21745,862672328,589992,16.48,10.1,6.05
